,Cod_ID,NOME_UDH,NOME_MUN,IDHM,IDHM_E,IDHM_R,IDHM_L,E_ANOSESTUDO,I_ESCOLARIDADE,I_FREQ_PROP,GINI,CPR
393,1311860101039,Vila Estrela-D’Alva : São Joaquim 3ª Seção,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,15.54
394,1311860101040,Contagem : Glória / Cinco,Contagem (MG),0.757,0.687,0.754,0.836,11.02,0.662,0.7,0.48,19.86
395,1311860101041,Vila Riachinho : Contagem Centro Expandido A,Contagem (MG),0.758,0.693,0.753,0.835,10.75,0.648,0.717,0.45,22.53
396,1311860101042,Vila Bandeirantes : Amazonas 1ª Seção,Contagem (MG),0.758,0.693,0.753,0.835,10.75,0.648,0.717,0.45,22.53
397,1311860101043,Vila Bela Vista : Conjunto Monte Castelo,Contagem (MG),0.758,0.693,0.753,0.835,10.75,0.648,0.717,0.45,22.53
400,1311860101046,Do Laguna : Laguna / Bairro Guanabara,Contagem (MG),0.62,0.478,0.641,0.777,10.14,0.402,0.521,0.41,22.12
401,1311860101047,Vila Barroquinha : Barroquinha,Contagem (MG),0.537,0.36,0.587,0.734,8.87,0.285,0.404,0.45,17.2
402,1311860101048,Vila Morro Vermelho : Vila São Miguel,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,15.54
403,1311860101049,Vila Bela Vista : Favela do Bela Vista,Contagem (MG),0.537,0.36,0.587,0.734,8.87,0.285,0.404,0.45,17.2
404,1311860101050,Vila Riachinho : Piraquara,Contagem (MG),0.612,0.467,0.636,0.771,9.26,0.374,0.522,0.43,19.14
405,1311860101051,Jardim Industrial : Favela Jardim Industrial 1ª Seção,Contagem (MG),0.556,0.402,0.586,0.73,9.15,0.311,0.457,0.42,20.55
406,1311860101052,Parque Durval de Barros : Especial Durval de Barros / Jardim Riacho das Pedras,Contagem (MG),0.62,0.478,0.641,0.777,10.14,0.402,0.521,0.41,22.12
407,1311860101053,Vila São Paulo / Vila Itaú,Contagem (MG),0.612,0.467,0.636,0.771,9.26,0.374,0.522,0.43,19.14
408,1311860101055,Vila P.T.O. : Área Remanescente da Favela Água Branca Especial,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,15.54
409,1311860101056,Vila Bispo de Maura : Nacional / Xangrilá 2ª Seção,Contagem (MG),0.735,0.647,0.74,0.829,10.5,0.599,0.673,0.48,20.92
410,1311860101057,Vila São Mateus : Carajás Conjunto Habitacional,Contagem (MG),0.707,0.622,0.7,0.813,10.16,0.557,0.658,0.44,19.71
411,1311860101058,Vila Pérola : Laguna / Parque Novo Progresso,Contagem (MG),0.707,0.622,0.7,0.813,10.16,0.557,0.658,0.44,19.71
412,1311860101059,Vila Pérola : Feijão Miúdo Especial,Contagem (MG),0.707,0.622,0.7,0.813,10.16,0.557,0.658,0.44,19.71
413,1311860101060,Vila Riachinho : Três Barras,Contagem (MG),0.758,0.693,0.753,0.835,10.75,0.648,0.717,0.45,22.53
414,1311860101061,Contagem : Linda Vista / Chácaras Domingo Ferreira,Contagem (MG),0.657,0.539,0.652,0.806,10.07,0.428,0.605,0.46,20.76
415,1311860101062,Vila Riachinho : América Futebol Clube / Sítio Três Barras,Contagem (MG),0.735,0.647,0.74,0.829,10.5,0.599,0.673,0.48,20.92
416,1311860101063,Sítio : Bairro Tupã,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,15.54
417,1311860101064,Vila São Vicente : Eldorado ( Encosta Francisco Firmo de Matos ),Contagem (MG),0.647,0.515,0.663,0.795,9.66,0.443,0.556,0.46,19.76
418,1311860101065,Vila Bandeirantes : Bairro Granja Lempp / Vera Cruz Especial,Contagem (MG),0.707,0.622,0.7,0.813,10.16,0.557,0.658,0.44,19.71
419,1311860101066,Vila Riachinho : Contagem Centro Expandido B,Contagem (MG),0.806,0.749,0.819,0.852,10.94,0.766,0.741,0.5,21.59
420,1311860101067,Flamengo / Colégio Santo Agostinho Especial,Contagem (MG),0.758,0.693,0.753,0.835,10.75,0.648,0.717,0.45,22.53
421,1311860101068,Vila Bandeirantes : Conjunto Parque das Mangueiras / Favela do Flamengo ( Cemitério do Flamengo ),Contagem (MG),0.612,0.467,0.636,0.771,9.26,0.374,0.522,0.43,19.14
422,1311860101069,Vila Bandeirantes : Jardim Riacho / Av. Marte,Contagem (MG),0.735,0.647,0.74,0.829,10.5,0.599,0.673,0.48,20.92
423,1312410401001,Melo Viana / Vivendas Barbosa / Tejuco,Esmeraldas (MG),0.462,0.251,0.561,0.702,8.41,0.146,0.329,0.48,17.49
425,1312410401003,Esmeraldas : Centro / Fernão Dias,Esmeraldas (MG),0.697,0.576,0.718,0.82,10.3,0.521,0.606,0.5,21.75
426,1312410401004,Ypê Amarelo : Nossa Fazenda,Esmeraldas (MG),0.788,0.714,0.807,0.85,11.01,0.65,0.748,0.54,22.71
427,1312410401005,Nova Esmeraldas : Entorno Dumaville / Tropeiros Rural,Esmeraldas (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
428,1312410401006,Esmeraldas : Povoados / Zona Rural,Esmeraldas (MG),0.462,0.251,0.561,0.702,8.41,0.146,0.329,0.48,17.49
429,1312410401007,Vila Bom Jesus / Bairro Florença : Novo Retiro / Santa Cecília / Zona Rural,Esmeraldas (MG),0.52,0.333,0.589,0.718,7.93,0.228,0.403,0.53,21.36
431,1312410401012,Esmeraldas : Conjunto Castelo Branco / Centro,Esmeraldas (MG),0.692,0.631,0.661,0.794,10.84,0.467,0.734,0.5,15.44
432,1312410401013,Nova Esmeraldas : Tropeiros / Morada / Santa Quitéria,Esmeraldas (MG),0.534,0.36,0.587,0.72,9.11,0.209,0.472,0.51,18.42
433,1312600000001,Florestal,Florestal (MG),0.626,0.495,0.64,0.776,9.53,0.334,0.603,0.48,17.88
435,1312980601002,Ibirité : Macaúbas / Central Park,Ibirité (MG),0.788,0.714,0.807,0.85,11.01,0.65,0.748,0.54,22.71
436,1312980601003,Ibirité : Déa Marly / Primeiro de Outubro,Ibirité (MG),0.478,0.298,0.532,0.688,8.44,0.189,0.375,0.39,13.49
437,1312980601004,Ouro Negro / Jardim Montreal,Ibirité (MG),0.478,0.298,0.532,0.688,8.44,0.189,0.375,0.39,13.49
438,1312980601005,Córrego do Palmares / Zona Rural do Jatobá,Ibirité (MG),0.544,0.386,0.579,0.719,8.52,0.29,0.445,0.38,20.37
439,1312980601006,Vila Primavera : Parque Antônio Amabile / Zona Rural de Ibirité,Ibirité (MG),0.522,0.362,0.561,0.701,9.19,0.231,0.453,0.41,20.44
440,1312980601007,Vila Ideal : Vila Ideal / Palmares,Ibirité (MG),0.478,0.298,0.532,0.688,8.44,0.189,0.375,0.39,13.49
441,1312980601008,Vila Piratininga : Washington Pires / Sol Nascente,Ibirité (MG),0.586,0.456,0.595,0.741,9.32,0.306,0.557,0.45,15.19
442,1312980601009,Parque Durval de Barros : Expansão do Durval de Berros / Córrego do Palmares,Ibirité (MG),0.614,0.493,0.616,0.762,9.96,0.382,0.56,0.41,19.36
443,1312980601010,Vila Piratininga : Washington Pires,Ibirité (MG),0.614,0.493,0.616,0.762,9.96,0.382,0.56,0.41,19.36
444,1312980601011,Ibirité Centro / Redenção,Ibirité (MG),0.614,0.493,0.616,0.762,9.96,0.382,0.56,0.41,19.36
445,1312980601012,Vila Batik : Marilândia,Ibirité (MG),0.614,0.493,0.616,0.762,9.96,0.382,0.56,0.41,19.36
446,1312980601013,Palmares / Parque Durval de Barros,Ibirité (MG),0.544,0.384,0.58,0.722,8.28,0.297,0.437,0.4,18.36
447,1312980601014,Vila Mangueiras : Várzea / Barreirinha,Ibirité (MG),0.614,0.493,0.616,0.762,9.96,0.382,0.56,0.41,19.36
448,1312980601015,Ibirité : Canaã / Lagoa Azul,Ibirité (MG),0.614,0.493,0.616,0.762,9.96,0.382,0.56,0.41,19.36
449,1312980601016,Ibirité : Estação Sul / Zona Rural da Sede,Ibirité (MG),0.544,0.386,0.579,0.719,8.52,0.29,0.445,0.38,20.37
450,1312980601017,Ibirité : Jardim das Rosas / Boca do Túnel,Ibirité (MG),0.522,0.362,0.561,0.701,9.19,0.231,0.453,0.41,20.44
451,1312980601018,Ibirité : Quintas da Jangada,Ibirité (MG),0.574,0.425,0.599,0.744,9.11,0.322,0.489,0.4,20.85
452,1312980601019,Parque Durval de Barros / Palmares,Ibirité (MG),0.574,0.425,0.599,0.744,9.11,0.322,0.489,0.4,20.85
453,1312980601020,Ibirité : Entorno Rural de Ouro Negro / Jardim Montreal,Ibirité (MG),0.522,0.362,0.561,0.701,9.19,0.231,0.453,0.41,20.44
454,1312980601021,Ibirité : Parque Elizabeth / Boca do Túnel / Zona Rural,Ibirité (MG),0.586,0.456,0.595,0.741,9.32,0.306,0.557,0.45,15.19
455,1313010101001,Igarapé : Centro / Córrego Fundo,Igarapé (MG),0.69,0.567,0.709,0.817,9.76,0.467,0.625,0.53,18.85
456,1313010101002,Igarapé : Fazenda Solar / Zona Rural,Igarapé (MG),0.697,0.576,0.718,0.82,10.3,0.521,0.606,0.5,21.75
457,1313010101003,Igarapé : Planalto / Panorama,Igarapé (MG),0.51,0.34,0.558,0.698,8.4,0.192,0.453,0.45,22.04
458,1313010101004,Igarapé : Ouro Preto / Maracanã,Igarapé (MG),0.534,0.36,0.587,0.72,9.11,0.209,0.472,0.51,18.42
459,1313010101005,Igarapé : Vargem Grande,Igarapé (MG),0.534,0.36,0.587,0.72,9.11,0.209,0.472,0.51,18.42
460,1313010101006,Conquista : Alto da Serra Igarapé,Igarapé (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
461,1313010101007,Igarapé : Progresso / Resplendor,Igarapé (MG),0.534,0.36,0.587,0.72,9.11,0.209,0.472,0.51,18.42
462,1313010101008,Igarapé : Jardim Colonial / Panorama,Igarapé (MG),0.51,0.34,0.558,0.698,8.4,0.192,0.453,0.45,22.04
463,1313010101009,Igarapé : Bela Vista,Igarapé (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
464,1313010101010,Igarapé : Igarapé Pericentro Norte,Igarapé (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
465,1313220000001,Itaguara,Itaguara (MG),0.581,0.399,0.636,0.772,8.76,0.24,0.515,0.52,32.55
466,1313370000001,Itatiaiuçu,Itatiaiuçu (MG),0.528,0.339,0.597,0.728,8.91,0.196,0.445,0.5,23.14
467,1313460000001,Jaboticatubas,Jaboticatubas (MG),0.524,0.316,0.619,0.737,8.17,0.213,0.384,0.6,25.66
468,1313660000001,Nova União,Nova União (MG),0.551,0.378,0.598,0.742,8.87,0.223,0.492,0.59,27.53
469,1313665000001,Juatuba,Juatuba (MG),0.614,0.5,0.619,0.748,9.84,0.361,0.588,0.53,15.75
470,1313760101001,Vila Militar Ovídio Guerra,Lagoa Santa (MG),0.806,0.749,0.819,0.852,10.94,0.766,0.741,0.5,21.59
471,1313760101002,Expansão do Conjunto Vila Maria,Lagoa Santa (MG),0.51,0.34,0.558,0.698,8.4,0.192,0.453,0.45,22.04
472,1313760101003,Favela Pau Comeu,Lagoa Santa (MG),0.556,0.405,0.584,0.725,9.37,0.276,0.491,0.47,15.2
473,1313760101004,Vila Nossa Senhora Aparecida,Lagoa Santa (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
474,1313760101005,Lagoinha de Fora : Chácaras do Lago / Zona Rural,Lagoa Santa (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
475,1313760101006,Lagoa Santa : Lundcéia / Mirante do Tamboril,Lagoa Santa (MG),0.69,0.567,0.709,0.817,9.76,0.467,0.625,0.53,18.85
476,1313760101007,Lapinha / Campinho / Zona Rural,Lagoa Santa (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
477,1313760101008,Lagoa Santa : Entorno da Lagoa Santa,Lagoa Santa (MG),0.76,0.669,0.779,0.842,10.34,0.662,0.673,0.48,26.34
478,1313760101011,Entorno do Aeroporto de Confins,Lagoa Santa (MG),0.69,0.567,0.709,0.817,9.76,0.467,0.625,0.53,18.85
480,1313760101013,Vila Maria,Lagoa Santa (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
481,1314015000001,Mário Campos,Mário Campos (MG),0.545,0.367,0.599,0.737,8.31,0.261,0.435,0.47,22.82
482,1314070401001,Mateus Leme : Centro,Mateus Leme (MG),0.69,0.567,0.709,0.817,9.76,0.467,0.625,0.53,18.85
483,1314070401002,Azurita / Santa Águida / Vila Passos,Mateus Leme (MG),0.788,0.714,0.807,0.85,11.01,0.65,0.748,0.54,22.71
484,1314070401003,Azurita / Centro,Mateus Leme (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
485,1314070401004,Sítio Novo : Entorno do Centro de Mateus Leme,Mateus Leme (MG),0.692,0.631,0.661,0.794,10.84,0.467,0.734,0.5,15.44
486,1314070401005,Serra Azul : Entorno,Mateus Leme (MG),0.51,0.34,0.558,0.698,8.4,0.192,0.453,0.45,22.04
487,1314070401006,Mateus Leme : Olhos d'Água / Araçás / Sobradinho,Mateus Leme (MG),0.519,0.361,0.557,0.696,8.97,0.227,0.455,0.42,17.19
488,1314070401007,Azurita / Santa Maria / Bom Jardim,Mateus Leme (MG),0.556,0.405,0.584,0.725,9.37,0.276,0.491,0.47,15.2
489,1314110000001,Matozinhos,Matozinhos (MG),0.651,0.535,0.653,0.791,8.76,0.41,0.611,0.5,17.52
490,1314480501001,Serra do Curral : Serra Del Rey / Expansão da Zona Sul,Nova Lima (MG),0.913,0.865,1.0,0.879,11.04,0.905,0.845,0.5,21.74
491,1314480501002,São Sebastião das Águas Claras / Entorno da Sede de Nova Lima,Nova Lima (MG),0.806,0.749,0.819,0.852,10.94,0.766,0.741,0.5,21.59
492,1314480501003,Vale do Sol / Serra dos Manacás,Nova Lima (MG),0.834,0.77,0.874,0.862,10.84,0.808,0.751,0.51,23.21
493,1314480501004,Morro do Gama : Miguelão,Nova Lima (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
494,1314480501005,Jardim Canadá Parte A,Nova Lima (MG),0.692,0.631,0.661,0.794,10.84,0.467,0.734,0.5,15.44
495,1314480501006,Jardim Canadá Parte B,Nova Lima (MG),0.751,0.65,0.775,0.841,10.29,0.691,0.63,0.45,23.95
496,1314480501007,Jardim Canadá Parte C,Nova Lima (MG),0.626,0.496,0.639,0.774,10.0,0.377,0.569,0.48,18.2
497,1314480501008,Nova Lima : Sede ( Centro Histórico ),Nova Lima (MG),0.744,0.618,0.788,0.844,10.02,0.574,0.642,0.58,18.66
498,1314480501009,Nova Lima : Expansão da Sede,Nova Lima (MG),0.626,0.49,0.643,0.779,9.17,0.372,0.562,0.48,16.41
499,1314480501010,Córrego do Vilela : Santa Rita,Nova Lima (MG),0.556,0.405,0.584,0.725,9.37,0.276,0.491,0.47,15.2
501,1314480501012,Morro do Chapéu,Nova Lima (MG),0.913,0.865,1.0,0.879,11.04,0.905,0.845,0.5,21.74
503,1314480501015,José de Almeida : Residencial Sul,Nova Lima (MG),0.744,0.618,0.788,0.844,10.02,0.574,0.642,0.58,18.66
505,1314480501017,Córrego da Bela Fama : Fazenda do Benito,Nova Lima (MG),0.556,0.405,0.584,0.725,9.37,0.276,0.491,0.47,15.2
506,1314480501018,Córrego dos Pires : Cristais / Rua Vitória,Nova Lima (MG),0.556,0.405,0.584,0.725,9.37,0.276,0.491,0.47,15.2
507,1314930901001,Pedro Leopoldo / Centro / Entorno do Centro,Pedro Leopoldo (MG),0.751,0.65,0.775,0.841,10.29,0.691,0.63,0.45,23.95
508,1314930901002,Fidalgo / Entorno de Fidalgo,Pedro Leopoldo (MG),0.519,0.361,0.557,0.696,8.97,0.227,0.455,0.42,17.19
509,1314930901003,Ribeirão das Neves : Santa Margarida II,Pedro Leopoldo (MG),0.519,0.361,0.557,0.696,8.97,0.227,0.455,0.42,17.19
510,1314930901004,Pedro Leopoldo : Dr. Lund / Entorno,Pedro Leopoldo (MG),0.642,0.501,0.665,0.796,9.52,0.431,0.54,0.45,19.19
511,1314930901005,Ribeirão Palmital : Dona Júlia Magalhães / São José / Santa Rita,Pedro Leopoldo (MG),0.703,0.614,0.698,0.811,10.25,0.501,0.68,0.47,18.31
512,1314930901006,Ribeirão Palmital : Santo Antônio da Barra / Entorno ( Faculdade ),Pedro Leopoldo (MG),0.626,0.523,0.616,0.761,9.95,0.362,0.629,0.42,16.9
513,1314930901007,Vera Cruz de Minas,Pedro Leopoldo (MG),0.556,0.405,0.584,0.725,9.37,0.276,0.491,0.47,15.2
514,1314930901008,Mocambeiro : Lagoa de Santo Antônio,Pedro Leopoldo (MG),0.626,0.523,0.616,0.761,9.95,0.362,0.629,0.42,16.9
515,1314930901009,Pedro Leopoldo : Campinho / Felipe Cláudio Sales,Pedro Leopoldo (MG),0.642,0.501,0.665,0.796,9.52,0.431,0.54,0.45,19.19
516,1314930901010,Pedro Leopoldo : Bairro da Lua,Pedro Leopoldo (MG),0.519,0.361,0.557,0.696,8.97,0.227,0.455,0.42,17.19
517,1314930901011,Pedro Leopoldo : Conjunto Romero Carvalho Filho / São Geraldo,Pedro Leopoldo (MG),0.642,0.501,0.665,0.796,9.52,0.431,0.54,0.45,19.19
518,1315390000001,Raposos,Raposos (MG),0.635,0.55,0.619,0.751,9.4,0.394,0.65,0.42,14.03
519,1315460601005,Vila Bispo de Maura : Conjunto Nova Pampulha / Favela Bispo de Maura,Ribeirão das Neves (MG),0.485,0.302,0.545,0.692,8.29,0.182,0.389,0.42,16.76
520,1315460601006,Vila Braúnas : Urca / Vale das Cerejeiras Especial,Ribeirão das Neves (MG),0.485,0.302,0.545,0.692,8.29,0.182,0.389,0.42,16.76
521,1315460601007,Vila Santa Fé / Rua Trinta e Um / Justinópolis : Kátia / Sônia Especial,Ribeirão das Neves (MG),0.501,0.325,0.556,0.695,8.54,0.202,0.413,0.41,18.01
522,1315460601008,Vila Maria Helena II : Pedra Branca / Landi Especial,Ribeirão das Neves (MG),0.485,0.302,0.545,0.692,8.29,0.182,0.389,0.42,16.76
523,1315460601009,Pedra Branca / Landi / Areias / Entorno,Ribeirão das Neves (MG),0.555,0.415,0.577,0.714,9.46,0.288,0.498,0.4,19.31
524,1315460601010,Vila Hortinha : Espinheiro / Expansão de Menezes,Ribeirão das Neves (MG),0.571,0.436,0.586,0.728,10.2,0.3,0.526,0.39,16.91
525,1315460601015,Vila Braúnas : Atalaia / Botafogo,Ribeirão das Neves (MG),0.485,0.302,0.545,0.692,8.29,0.182,0.389,0.42,16.76
526,1315460601019,Jardim Alvorada : Bairro Monte Verde / Entorno Rural,Ribeirão das Neves (MG),0.501,0.325,0.556,0.695,8.54,0.202,0.413,0.41,18.01
527,1315460601021,Vila Bispo de Maura : Xangrilá / Granja Primavera  / Rose Marie / Caiapós / Granja Primavera / Havaí,Ribeirão das Neves (MG),0.578,0.439,0.604,0.727,8.96,0.349,0.492,0.46,20.07
528,1315460601022,Vila Bispo de Maura : Coqueiros / Rua Serra Negra,Ribeirão das Neves (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
529,1315460601023,Vila Bispo de Maura : Conjunto Nova Pampulha,Ribeirão das Neves (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
530,1315460601024,Vila Bispo de Maura : Favela Bispo de Maura,Ribeirão das Neves (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
531,1315460601025,Santa Branca / Leblon / Jardim de Alá / Cerâmica Papine,Ribeirão das Neves (MG),0.598,0.472,0.605,0.75,9.27,0.328,0.566,0.42,16.75
532,1315460601026,Vila Jardim de Alá / Av. Treze : São Januário / Felixlândia,Ribeirão das Neves (MG),0.571,0.436,0.586,0.728,10.2,0.3,0.526,0.39,16.91
533,1315460601029,Justinópolis : Botafogo / Menezes,Ribeirão das Neves (MG),0.586,0.459,0.594,0.738,9.78,0.297,0.571,0.4,18.63
534,1315460601030,Vila Jardim de Alá / Av. Treze : Justinópolis / Centro / Labanca,Ribeirão das Neves (MG),0.598,0.472,0.605,0.75,9.27,0.328,0.566,0.42,16.75
535,1315460601031,Vila Maria Helena II : Maria Helena / Nova América 3ª Seção,Ribeirão das Neves (MG),0.571,0.436,0.586,0.728,10.2,0.3,0.526,0.39,16.91
536,1315460601032,Vila Braúnas : Centro de Justinópolis / Urca / Atalaia / Botafogo / Maria Helena,Ribeirão das Neves (MG),0.607,0.497,0.603,0.748,9.41,0.375,0.573,0.4,16.72
537,1315460601037,Vila Santa Filomena / Av. Santa Filomena : São Januário / Guadalajara,Ribeirão das Neves (MG),0.501,0.325,0.556,0.695,8.54,0.202,0.413,0.41,18.01
538,1315460602001,Ribeirão das Neves : São Pedro / Vila Aparecida,Ribeirão das Neves (MG),0.788,0.714,0.807,0.85,11.01,0.65,0.748,0.54,22.71
539,1315460602002,Vila do Conjunto Henrique Sapori : Vale do Ouro / Entorno Rural,Ribeirão das Neves (MG),0.806,0.749,0.819,0.852,10.94,0.766,0.741,0.5,21.59
540,1315460602003,Ribeirão das Neves : Jardim Colonial,Ribeirão das Neves (MG),0.485,0.302,0.545,0.692,8.29,0.182,0.389,0.42,16.76
541,1315460602011,Ribeirão das Neves : Bom Sucesso / Entorno Rural,Ribeirão das Neves (MG),0.511,0.352,0.548,0.692,9.33,0.228,0.437,0.39,16.58
542,1315460602012,Tijuco : San Genaro / Metropolitano Vale da Prata,Ribeirão das Neves (MG),0.501,0.325,0.556,0.695,8.54,0.202,0.413,0.41,18.01
543,1315460602013,Tijuco : Vale das Acácias,Ribeirão das Neves (MG),0.578,0.439,0.604,0.727,8.96,0.349,0.492,0.46,20.07
544,1315460602014,Vila Hortinha : Penitenciária Dutra Ladeira / Entorno Rural,Ribeirão das Neves (MG),0.578,0.439,0.604,0.727,8.96,0.349,0.492,0.46,20.07
545,1315460602016,Vila Bom Jesus / Bairro Florença : Área Especial,Ribeirão das Neves (MG),0.485,0.302,0.545,0.692,8.29,0.182,0.389,0.42,16.76
546,1315460602017,Vila Bom Jesus / Bairro Florença : Veneza / Florença,Ribeirão das Neves (MG),0.542,0.387,0.576,0.714,9.02,0.288,0.448,0.39,18.58
547,1315460602020,Vila do Conjunto Henrique Sapori : Veneza,Ribeirão das Neves (MG),0.577,0.428,0.6,0.747,9.19,0.311,0.502,0.38,18.51
548,1315460602027,Riberão das Neves : Centro Expandido,Ribeirão das Neves (MG),0.614,0.467,0.64,0.775,10.24,0.331,0.554,0.47,20.08
549,1315460602028,Ribeirão das Neves : Penitenciária Agrícola / Cidade Neviana / Savassi / Entorno Rural,Ribeirão das Neves (MG),0.613,0.459,0.643,0.779,9.22,0.336,0.537,0.49,19.59
550,1315460602035,Ribeirão das Neves : Conjunto Liberdade / Nápoli / San Marino / Entorno Rural,Ribeirão das Neves (MG),0.577,0.428,0.6,0.747,9.19,0.311,0.502,0.38,18.51
551,1315460602038,Vila Hortinha : Entorno da Penitenciária Jovem,Ribeirão das Neves (MG),0.501,0.325,0.556,0.695,8.54,0.202,0.413,0.41,18.01
552,1315460602039,Ribeirão das Neves : Pericentro,Ribeirão das Neves (MG),0.568,0.43,0.586,0.729,9.78,0.292,0.522,0.41,20.88
553,1315480000001,Ribeiro Machado : Rio Acima,Rio Acima (MG),0.553,0.354,0.61,0.782,6.88,0.251,0.42,0.45,15.22
554,1315530000001,Rio Manso,Rio Manso (MG),0.501,0.296,0.582,0.731,8.73,0.149,0.418,0.46,44.9
555,1315670001001,Barraginha : Nações Unidas / MG 5,Sabará (MG),0.76,0.695,0.754,0.837,10.46,0.601,0.748,0.52,26.53
556,1315670001002,Morro dos Macacos : Ana Lúcia,Sabará (MG),0.76,0.695,0.754,0.837,10.46,0.601,0.748,0.52,26.53
557,1315670001003,Castanheiras / Expansão do Granja de Freitas,Sabará (MG),0.615,0.491,0.619,0.764,9.31,0.371,0.565,0.43,19.51
558,1315670001004,Marzagânia : Nossa Senhora de Fátima / Córrego Calazans,Sabará (MG),0.53,0.374,0.565,0.704,8.62,0.267,0.442,0.43,17.97
559,1315670001005,Carvalho de Brito : Vila Rica / Itacolomi / Distrito Industrial Sobradinho,Sabará (MG),0.545,0.409,0.563,0.703,9.19,0.278,0.496,0.39,17.15
560,1315670001007,Morro dos Macacos : Alvorada / Nova Vista,Sabará (MG),0.641,0.517,0.649,0.784,9.52,0.434,0.564,0.44,16.7
561,1315670001008,Marzagânia : General Carneiro / Carvalho de Brito,Sabará (MG),0.615,0.491,0.619,0.764,9.31,0.371,0.565,0.43,19.51
562,1315670001009,General Carneiro : Borges,Sabará (MG),0.53,0.374,0.565,0.704,8.62,0.267,0.442,0.43,17.97
563,1315670002011,Alto do Fidalgo : MG-262 / Boaventura / Do Gaia / Pompéu,Sabará (MG),0.615,0.491,0.619,0.764,9.31,0.371,0.565,0.43,19.51
564,1315670003012,Ravena: Distrito de Ravena 1,Sabará (MG),0.615,0.491,0.619,0.764,9.31,0.371,0.565,0.43,19.51
565,1315670003013,Ravena: Distrito de Ravena 2,Sabará (MG),0.615,0.491,0.619,0.764,9.31,0.371,0.565,0.43,19.51
566,1315670004014,Sabará : Conjunto Habitacional / Condomínio Mangueiras,Sabará (MG),0.682,0.592,0.671,0.8,10.34,0.511,0.638,0.45,16.75
567,1315670004015,Sabará : Clube Albert Charlet,Sabará (MG),0.76,0.695,0.754,0.837,10.46,0.601,0.748,0.52,26.53
568,1315670004016,Sabará : Centro Histórico,Sabará (MG),0.76,0.695,0.754,0.837,10.46,0.601,0.748,0.52,26.53
569,1315670004017,Carvalho de Brito : Expansão de Santo Antônio da Roça Grande,Sabará (MG),0.615,0.491,0.619,0.764,9.31,0.371,0.565,0.43,19.51
570,1315670004019,General Carneiro : Distrito Industrial Borges parte 1,Sabará (MG),0.53,0.374,0.565,0.704,8.62,0.267,0.442,0.43,17.97
571,1315670004020,Alto do Fidalgo : Centro / Pericentro Histórico / Belgo Mineira,Sabará (MG),0.682,0.592,0.671,0.8,10.34,0.511,0.638,0.45,16.75
572,1315670004021,Alto do Fidalgo : Arraial Velho / Morro da Cruz,Sabará (MG),0.615,0.491,0.619,0.764,9.31,0.371,0.565,0.43,19.51
573,1315670004022,Alto do Fidalgo : Arraial Velho / Paciência,Sabará (MG),0.615,0.491,0.619,0.764,9.31,0.371,0.565,0.43,19.51
574,1315670004023,Sabará : Santo Antônio da Roça Grande / Entorno,Sabará (MG),0.682,0.592,0.671,0.8,10.34,0.511,0.638,0.45,16.75
575,1315670004024,General Carneiro : Centro / Vila Santa Cruz / Entorno Rural Norte,Sabará (MG),0.615,0.491,0.619,0.764,9.31,0.371,0.565,0.43,19.51
576,1315670004026,Sabará : Rosário / Caieira,Sabará (MG),0.615,0.491,0.619,0.764,9.31,0.371,0.565,0.43,19.51
577,1315670004027,Alto do Fidalgo,Sabará (MG),0.53,0.374,0.565,0.704,8.62,0.267,0.442,0.43,17.97
578,1315780701001,Santa Luzia : Centro Histórico expandido,Santa Luzia (MG),0.697,0.576,0.718,0.82,10.3,0.521,0.606,0.5,21.75
579,1315780701002,Santa Luzia : Santa Matilde / Embra,Santa Luzia (MG),0.48,0.286,0.557,0.696,8.53,0.189,0.351,0.45,18.02
580,1315780701003,Lagoinha de Fora : Pinhões / Taquaraçu de Baixo,Santa Luzia (MG),0.48,0.286,0.557,0.696,8.53,0.189,0.351,0.45,18.02
581,1315780701004,Vila Bom Destino : Loteamento Bom Destino,Santa Luzia (MG),0.483,0.306,0.534,0.69,8.45,0.197,0.381,0.43,15.65
